Model,Dataset,Timestamp,mean_fit_time,mean_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_test_score,mean_test_score
LogisticRegression,reduced,20240408_172112,4.326780128479004,0.22818760871887206,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'tfidf'}",0.38340125418396026,0.4026574334928895,0.38704643687813683,0.36761104024709157,0.4007665562527284,0.012768344045497244,0.3882965442109613
LogisticRegression,reduced,20240408_174707,3.5634508609771727,0.1472177505493164,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.01, 'model__max_iter': 5000, 'model__multi_class': 'ovr', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'tfidf'}",0.3948247668095784,0.39205057379592834,0.39259810710893195,0.374477495067039,0.398757734732311,0.008371524096237495,0.3905417355027577
LogisticRegression,reduced,20240408_174707,3.925932025909424,0.16532578468322753,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.01, 'model__max_iter': 5000, 'model__multi_class': 'ovr', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'count'}",0.3862173154220883,0.3695856990962254,0.4049438651080649,0.3537682308712482,0.412983119408066,0.021881820896913685,0.3854996459811385
LogisticRegression,reduced,20240408_174707,3.5034953594207763,0.12575750350952147,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.01, 'model__max_iter': 5000, 'model__multi_class': 'ovr', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 500, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'tfidf'}",0.4067558620180458,0.37046782091118696,0.3764237856996274,0.3693476067974728,0.3854517118130235,0.013772820327966359,0.3816893574478713
LogisticRegression,reduced,20240408_174707,3.5571624755859377,0.16637778282165527,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.01, 'model__max_iter': 5000, 'model__multi_class': 'ovr', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 500, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'count'}",0.40470392480356077,0.3794981314464566,0.3801869260505672,0.36336477795850564,0.37843670579029476,0.013282174831461912,0.381238093209877
LogisticRegression,reduced,20240408_174707,3.580858516693115,0.19678564071655275,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.01, 'model__max_iter': 5000, 'model__multi_class': 'multinomial', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'tfidf'}",0.39518711588721434,0.38007369539627606,0.3812646765498693,0.34864640011094106,0.38884979829252275,0.01604040171248986,0.37880433724736473
LogisticRegression,reduced,20240408_174707,3.4443854331970214,0.22231554985046387,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.01, 'model__max_iter': 5000, 'model__multi_class': 'multinomial', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'count'}",0.40220106144359313,0.36022670474731555,0.4041514690982776,0.3523164023685143,0.3865448664542368,0.021309438433259952,0.38108810082238753
LogisticRegression,reduced,20240408_174707,3.7270724773406982,0.2207735538482666,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.01, 'model__max_iter': 5000, 'model__multi_class': 'multinomial', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 500, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'tfidf'}",0.3986146895557825,0.36437436130096623,0.40150878383807626,0.37142500429171155,0.37878818291152716,0.014730996254157481,0.38294220437961274
LogisticRegression,reduced,20240408_174707,3.43554573059082,0.2202385425567627,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.01, 'model__max_iter': 5000, 'model__multi_class': 'multinomial', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 500, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'count'}",0.397828447339848,0.3881354568854569,0.3990707082255196,0.35479826872078685,0.3827705657439843,0.016052110372321404,0.3845206893831192
LogisticRegression,reduced,20240408_174707,3.4477474689483643,0.14378952980041504,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.1, 'model__max_iter': 5000, 'model__multi_class': 'ovr', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'tfidf'}",0.40190555937663225,0.3841365764943231,0.4089304670621306,0.3644484403694016,0.38843923534326014,0.015420033507374989,0.3895720557291495
LogisticRegression,reduced,20240408_174707,3.71407527923584,0.14465065002441407,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.1, 'model__max_iter': 5000, 'model__multi_class': 'ovr', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'count'}",0.389799150520147,0.3780891347922324,0.3962052450139644,0.352872869035178,0.3618028688342917,0.01636552929286255,0.37575385363916264
LogisticRegression,reduced,20240408_174707,3.4379006385803224,0.14704766273498535,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.1, 'model__max_iter': 5000, 'model__multi_class': 'ovr', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 500, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'tfidf'}",0.38149513812243135,0.34683562466381085,0.39895006050689674,0.34772261380018765,0.39847313044936283,0.023253402922098675,0.3746953135085379
LogisticRegression,reduced,20240408_174707,3.514753246307373,0.14344401359558107,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.1, 'model__max_iter': 5000, 'model__multi_class': 'ovr', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 500, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'count'}",0.4003972555951477,0.36935881678646953,0.40148541801842125,0.3684490021121517,0.4087040417740404,0.017203763425708403,0.38967890685724615
LogisticRegression,reduced,20240408_174707,3.8220021724700928,0.21622300148010254,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.1, 'model__max_iter': 5000, 'model__multi_class': 'multinomial', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'tfidf'}",0.39764645410892097,0.36287568501902795,0.38544812233836623,0.35542018563533617,0.3975387016997322,0.01758331897142977,0.37978582976027664
LogisticRegression,reduced,20240408_174707,3.5859350204467773,0.23693418502807617,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.1, 'model__max_iter': 5000, 'model__multi_class': 'multinomial', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'count'}",0.40686553135843195,0.36913580317534267,0.3913962845967432,0.35708231729992773,0.3821568327348728,0.0172668793777128,0.38132735383306365
LogisticRegression,reduced,20240408_174707,3.9940611839294435,0.22468695640563965,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.1, 'model__max_iter': 5000, 'model__multi_class': 'multinomial', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 500, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'tfidf'}",0.40208774868969044,0.3698628576422376,0.38202978609836236,0.3713641548341377,0.3726170712373432,0.01202501382936681,0.37959232370035423
LogisticRegression,reduced,20240408_174707,3.5360411643981933,0.20388402938842773,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 0.1, 'model__max_iter': 5000, 'model__multi_class': 'multinomial', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 500, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'count'}",0.4035000895900809,0.36884603179940534,0.3855542366223011,0.37358173727030797,0.37905019077216257,0.012061717837431875,0.38210645721085157
LogisticRegression,reduced,20240408_174707,3.8284600257873533,0.14362454414367676,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 1, 'model__max_iter': 5000, 'model__multi_class': 'ovr', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'tfidf'}",0.373417670276829,0.3745034552703763,0.40432533773002877,0.35603476310703996,0.3668950064328689,0.01605048707379161,0.3750352465634286
LogisticRegression,reduced,20240408_174707,3.5288718223571776,0.15005135536193848,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 1, 'model__max_iter': 5000, 'model__multi_class': 'ovr', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'count'}",0.3886956859999222,0.3846540623403168,0.38080475261435787,0.36559789237043916,0.3811040493042515,0.007828356255196038,0.3801712885258575
LogisticRegression,reduced,20240408_174707,3.79606032371521,0.15824851989746094,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 1, 'model__max_iter': 5000, 'model__multi_class': 'ovr', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 500, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'tfidf'}",0.3908592175979136,0.37364585349480683,0.38612161011073476,0.3585679936349206,0.38720066678440446,0.01186889785587257,0.37927906832455605
LogisticRegression,reduced,20240408_174707,3.8014873027801515,0.14775261878967286,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 1, 'model__max_iter': 5000, 'model__multi_class': 'ovr', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 500, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'count'}",0.38667164755611383,0.3829267664587723,0.3900666776055729,0.35550417465992323,0.38746819027325274,0.01271882801728468,0.38052749131072705
LogisticRegression,reduced,20240408_174707,3.8377492427825928,0.2618116855621338,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 1, 'model__max_iter': 5000, 'model__multi_class': 'multinomial', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'tfidf'}",0.39857305618417227,0.36148777649717495,0.4107924698899378,0.37354350659483326,0.395580874732977,0.01789214330095855,0.3879955367798191
LogisticRegression,reduced,20240408_174707,4.190173721313476,0.2064809799194336,"{'feature_selection__percentile': 25, 'feature_selection__type': 'anova_f', 'model__C': 1, 'model__max_iter': 5000, 'model__multi_class': 'multinomial', 'model__random_state': 42, 'scaler__type': 'robust', 'tokenization__type': 'TweetTokenizer', 'vectorization__max_df': 0.75, 'vectorization__max_features': 200, 'vectorization__min_df': 2, 'vectorization__ngram_range': (1, 5), 'vectorization__type': 'count'}",0.41026031251639195,0.3812381750711001,0.39123522972407354,0.3683730629189256,0.3808756137479542,0.013963005682541827,0.3863964787956891
